Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Planning Address,Supervisor District,Planning Neighborhood,City Analysis Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,DBI Permit Number,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Recording Number,Recording Date,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,120% AMI,150% AMI,Latitude,Longitude,Location
2017-008,(3) Design with Entitlements Approved,667 Folsom,667,Folsom,St,94107,667 FOLSOM ST 94107,6,South of Market,Financial District/South Beach,MOHCD,Inclusionary,0,New Construction,Unknown,,,,01/04/2022,01/04/2024,"Reuben, Junius & Rose, LLP",,,,2015-002604PRJ,http://propertymap.sfplanning.org/?search=2015-002604PRJ,"2015-002604ENV,2015-002604ENX,2015-002604PPA",01/05/2017,Fee Payment,,,230,0,230,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.784177151,-122.397768308999,"(37.784177151, -122.397768308999)"
2017-009,(3) Design with Entitlements Approved,1028 Market,1028,Market,St,94102,"1028 MARKET ST, SAN FRANCISCO, CA 94102",6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Rental,,,,01/25/2022,01/25/2024,"LCL Global-1028 Market Street, LLC",,,,2014.0241,http://propertymap.sfplanning.org/?search=2014.0241,"2014.0241CUA,2014.0241E,2014.0241SHD,2014.0241U,2014.0241VAR,2014.0241X",01/26/2017,On-site BMR Project,,,186,25,161,13,0,13,2,8,2,0,0,0,0,,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,37.781883481,-122.411323333999,"(37.781883481, -122.411323333999)"
2017-010,(4) Site Work Permit Issued,1298 Howard,1298,Howard,St,94103,"1298 HOWARD ST, SAN FRANCISCO, CA 94103",6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental,,,,03/01/2022,07/02/2021,"Reuben, Junius & Rose, LLP",,,,2014.0011,http://propertymap.sfplanning.org/?search=2014.0011,"2014.0011C,2014.0011E,2014.0011GEN-02,2014.0011PPA,2014.0011TDM,2014.0011U,2014.0011X",03/02/2017,On-site BMR Project,,,125,17,108,14,0,4,5,8,0,0,0,0,0,,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,37.775535143,-122.413090590999,"(37.775535143, -122.413090590999)"
2017-011,(3) Design with Entitlements Approved,555 Howard,555,Howard,St,94105,547 HOWARD ST 94105,6,Financial District,Financial District/South Beach,MOHCD,Inclusionary,0,New Construction,Ownership,,,,03/01/2022,02/29/2024,Pacific Howard Corporation,,,,2015-008058PRJ,http://propertymap.sfplanning.org/?search=2015-008058PRJ,"2015-008058CUA,2015-008058DNX,2015-008058ENV,2015-008058PPA,2015-008058SHD",03/02/2017,On-site BMR Project,,,69,10,59,14,0,0,3,5,2,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,37.787380282,-122.396901953999,"(37.787380282, -122.396901953999)"
2017-016,(4) Site Work Permit Issued,349 8th,349,8th ,St,94103,349 08TH ST 94103,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Ownership,,,,05/17/2022,06/18/2021,RG Architecture,,,,2015-004085PRJ,http://propertymap.sfplanning.org/?search=2015-004085PRJ,"2015-004085ENV,2015-004085ENX,2015-004085PPA,2015-004085TDM",05/18/2017,On-site BMR Project,,,38,6,32,16,0,1,3,2,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,37.774683235,-122.409189202999,"(37.774683235, -122.409189202999)"
2017-019,(4) Site Work Permit Issued,2301 Lombard,2301,Lombard,St,94123,2301 LOMBARD ST 94123,2,Marina,Marina,MOHCD,Inclusionary,0,New Construction,Unknown,,,,05/31/2022,09/23/2021,DM Development,,,,2015-014040PRJ,http://propertymap.sfplanning.org/?search=2015-014040PRJ,"2015-014040CUA,2015-014040ENV,2015-014040PPA,2015-014040TDM,2015-014040VAR",06/01/2017,Fee Payment,,,22,0,22,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.799095817,-122.439610999999,"(37.799095817, -122.439610999999)"
2017-021,(3) Design with Entitlements Approved,1540 Market,1540,Market ,St,94102,11 OAK ST 94102,5,Downtown/Civic Center,Hayes Valley,MOHCD,Inclusionary,0,New Construction,Unknown,,,,06/14/2022,06/13/2024,Build Inc,,,,2009.0159,http://propertymap.sfplanning.org/?search=2009.0159,"2009.0159CUA,2009.0159E,2009.0159E_3,2009.0159GPA,2009.0159IKA,2009.0159K,2009.0159MAP,2009.0159VAR,2009.0159X",06/15/2017,Fee Payment,,,319,0,319,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.775112963,-122.419839893999,"(37.775112963, -122.419839893999)"
2017-024,(3) Design with Entitlements Approved,980 Folsom,980,Folsom,St,94103,980 FOLSOM ST,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Ownership,,,,10/04/2022,10/03/2024,Goldman Architecture,,,,2013.0977,http://propertymap.sfplanning.org/?search=2013.0977,"2013.0977E,2013.0977ENX,2013.0977PPA,2013.0977SHD,2013.0977TDM,2013.0977U",10/05/2017,On-site BMR Project ,,,33,4,29,12,0,0,2,2,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37.779076736,-122.405387103999,"(37.779076736, -122.405387103999)"
2017-025,(3) Design with Entitlements Approved,975 Bryant,975,Bryant,St,94103,975 BRYANT ST,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental,,,,10/04/2022,10/03/2024,Farella Braun + Martell LLP,,,,2015-005862PRJ,http://propertymap.sfplanning.org/?search=2015-005862PRJ,"2015-005862ENV,2015-005862ENX,2015-005862PPA,2015-005862TDM",10/05/2017,On-site BMR Project,,,185,30,155,16,0,6,12,10,2,0,0,0,0,,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,37.772870792,-122.405659208999,"(37.772870792, -122.405659208999)"
2017-026,(3) Design with Entitlements Approved,342-360 5th,342-360,5th,St,94107,342-360 5th Street & 210-212 Clara Street,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Ownership,,,,10/04/2022,10/03/2024,"Reuben, Junius & Rose, LLP",,,,2015-005863PRJ,http://propertymap.sfplanning.org/?search=2015-005863PRJ,"2015-005863CUA,2015-005863ENV,2015-005863ENX,2015-005863PPA,2015-005863TDM",10/05/2017,On-site BMR Project ,,,127,18,109,14,0,4,6,5,3,0,0,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,37.779425458,-122.402912220999,"(37.779425458, -122.402912220999)"
2017-027,(3) Design with Entitlements Approved,1629 Market,1629,Market ,St,94103,1601-1637 Market Street and 53 Colton Street,6,South of Market,Mission,MOHCD,Inclusionary,0,New Construction,Rental ,,,,10/18/2022,10/17/2024,"Strada Brady, LLC",,,,2015-005848PRJ,http://propertymap.sfplanning.org/?search=2015-005848PRJ,"2015-005848CUA,2015-005848ENV,2015-005848GPA,2015-005848PCA,2015-005848PPA,2016-005955DVA,2016-005955TDM",10/19/2017,On-site BMR Project ,,,584,158,426,27,0,0,0,0,0,0,0,0,0,,158,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,37.7735293,-122.420311384999,"(37.7735293, -122.420311384999)"
2016-052,(4) Site Work Permit Issued,2224 Clement,2224,Clement,St,94121,2224 CLEMENT ST 94121,1,Outer Richmond,Outer Richmond,MOHCD,Inclusionary,0,New Construction,Unknown,,,,05/11/2021,05/11/2023,,,,,2014-001676PRJ,http://propertymap.sfplanning.org/?search=2014-001676PRJ,"2014-001676CND,2014-001676CUA,2014-001676ENV,2014-001676PPA,2014-001676VAR",05/12/2016,Fee Payment,2016-K337633,10/03/2016,16,0,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.782334589,-122.483417299999,"(37.782334589, -122.483417299999)"
2017-029,(4) Site Work Permit Issued,2444 Lombard,2444,Lombard,St,94123,2444 LOMBARD ST,2,Marina,Marina,MOHCD,Inclusionary,0,New Construction,Ownership,,,,10/18/2022,10/17/2024,JS Sullivan Development,,,,2014.1183,http://propertymap.sfplanning.org/?search=2014.1183,"2014.1183CUA,2014.1183ENV,2014.1183PPA,2014.1183TDM,2014.1183U",10/19/2017,On-site BMR Project ,,,41,6,35,15,0,0,2,4,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,37.799413573,-122.442052406999,"(37.799413573, -122.442052406999)"
2017-030,(3) Design with Entitlements Approved,2670 Geary,2670,Geary,Blvd,94118,2670 Geary Boulevard,2,Presidio Heights,Presidio Heights,MOHCD,Inclusionary,0,New Construction,Rental ,,,,11/29/2022,11/28/2024,RGA Architecture,,,,2014-002181PRJ,http://propertymap.sfplanning.org/?search=2014-002181PRJ,"2014-002181CUA,2014-002181ENV,2014-002181PPA,2014-002181TDM,2014-002181VAR",11/30/2017,On-site BMR Project ,,,95,22,73,23,0,15,0,7,0,0,0,0,0,,22,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,37.782852551,-122.447442492999,"(37.782852551, -122.447442492999)"
2017-031,(3) Design with Entitlements Approved,2918 Mission,2918,Mission ,St,94110,2918 MISSION ST,9,Mission,Mission,MOHCD,Inclusionary,0,New Construction,Rental ,,,,11/29/2022,11/28/2024,"Reuben, Junius & Rose, LLP",,,,2014.0376,http://propertymap.sfplanning.org/?search=2014.0376,"2014.0376CUA,2014.0376ENV,2014.0376LLA,2014.0376TDM,2014.0376U,2014.0376VAR",11/30/2017,On-site BMR Project ,,,75,8,67,11,0,2,3,3,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,37.75017498,-122.418561819999,"(37.75017498, -122.418561819999)"
2017-032,(3) Design with Entitlements Approved,230 7th,230,7th,St,94103,230 07TH ST,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental ,,,,11/29/2022,11/28/2024,Farella Braun + Martell LLP,,,,2014.0244,http://propertymap.sfplanning.org/?search=2014.0244,"2014.0244E,2014.0244ENX,2014.0244SHD,2014.0244TDM,2014.0244U,2014.0244U_OLD",11/30/2017,On-site BMR Project ,,,40,5,35,13,0,0,3,2,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,37.777295299,-122.409123492999,"(37.777295299, -122.409123492999)"
2016-118,(4) Site Work Permit Issued,950 Tennessee,950,Tennessee,St,94107,"950 TENNESSEE ST, SAN FRANCISCO, CA 94107",10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,0,New Construction,Unknown,,,,12/14/2021,06/07/2021,Will Mollard,,,,2014.1434,http://propertymap.sfplanning.org/?search=2014.1434,"2014.1434COA,2014.1434ENV,2014.1434ENX,2014.1434PPA,2014.1434U",12/15/2016,Fee Payment,,,103,0,103,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.759747579,-122.389882082999,"(37.759747579, -122.389882082999)"
2017-018,(3) Design with Entitlements Approved,519 Ellis,519,Ellis,St,94109,519 ELLIS ST 94109,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Ownership,,,,05/31/2022,05/30/2024,"Reuben, Junius & Rose, LLP",,,,2014.0506,http://propertymap.sfplanning.org/?search=2014.0506,"2014.0506CUA,2014.0506E,2014.0506SHD,2014.0506U",06/01/2017,On-site BMR Project,,,21,3,18,14,0,3,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.784298203,-122.415003797999,"(37.784298203, -122.415003797999)"
2018-006,(3) Design with Entitlements Approved,555 Golden Gate,555,Golden Gate,Ave,94102,2176 Market St,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Ownership,,,,05/16/2023,05/15/2025,JS Sullivan Development,,,,2014.1102,http://propertymap.sfplanning.org/?search=2014.1102,"2014.1102CUA,2014.1102E,2014.1102PPA,2014.1102SHD,2014.1102TDM,2014.1102U,2014.1102VAR",05/17/2018,On-site BMR Project ,,,55,7,48,13,0,0,2,5,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,37.780875642,-122.419596940999,"(37.780875642, -122.419596940999)"
2018-001,(3) Design with Entitlements Approved,1965 Market,1965,Market ,St ,94103,2176 Market St,8,Mission,Mission,MOHCD,Inclusionary,0,New Construction,"Ownership, Rental",,,,01/17/2023,01/16/2025,Keller Grover Properties,,,,2015-002825PRJ,http://propertymap.sfplanning.org/?search=2015-002825PRJ,"2015-002825CUA,2015-002825ENV,2015-002825PPA",01/18/2018,On-site BMR Project ,,,96,14,82,15,0,0,0,0,0,0,0,0,0,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.769431478,-122.425774664999,"(37.769431478, -122.425774664999)"
2015-061,(5) First Construction Document Issued,1178 Folsom,1178,Folsom,St ,94103,2176 Market St,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental,12/21/2017,,,12/21/2017,02/19/2020,Transworld Construction,,,,2012.1553,http://propertymap.sfplanning.org/?search=2012.1553,"2012.1553C, 2012.1553E, 2012.1553IKA, 2012.1553U, 2012.1553V",03/26/2015,Fee Payment,,,42,0,42,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77568992,-122.409773879999,"(37.77568992, -122.409773879999)"
2018-002,(3) Design with Entitlements Approved,229 Ellis,229,Ellis,St,94102,2176 Market St,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Rental ,,,,03/21/2023,03/20/2025,"Reuben, Junius & Rose, LLP",,,,2016-007593CUA,http://propertymap.sfplanning.org/?search=2016-007593CUA, ,03/22/2018,Fee Payment,,,52,0,52,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.785012731,-122.409947659999,"(37.785012731, -122.409947659999)"
2018-003,(3) Design with Entitlements Approved,135 Hyde,135,Hyde,St,94102,2176 Market St,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,0,New Construction,Rental ,,,,03/28/2023,03/27/2025,Elevation Architects,,,,2015-015203PRJ,http://propertymap.sfplanning.org/?search=2015-015203PRJ,"2015-015203DNX,2015-015203ENV,2015-015203PPA,2015-015203SHD,2015-015203TDM,2015-015203VAR",03/29/2018,On-site BMR Project ,,,69,10,59,14,0,0,9,1,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,37.782147569,-122.415965706999,"(37.782147569, -122.415965706999)"
2017-023,(3) Design with Entitlements Approved,301 6threet,301,6th ,St,94107,999 Folsom Street / 301 6TH ST,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Rental ,,,,10/04/2022,10/03/2024,"Reuben, Junius & Rose, LLP",,,,2013.0538,http://propertymap.sfplanning.org/?search=2013.0538,"2013.0538E,2013.0538ENX,2013.0538SHD,2013.0538TDM,2013.0538U",10/05/2017,On-site BMR Project ,,,95,13,82,14,0,3,5,5,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,37.778441913,-122.405086420999,"(37.778441913, -122.405086420999)"
2017-045,(1) Preliminary Phase,730 Stanyan,700-730,Stanyan,St,94117,Planning address not yet assigned,5,Haight Ashbury,Haight Ashbury,MOHCD,Multifamily,0,New Construction,Rental,,,,12/31/1899,,Developer not yet selected,,,,Not Yet Available,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.768746857,-122.453066286999,"(37.768746857, -122.453066286999)"
2017-028,(3) Design with Entitlements Approved,888 Tennessee,888,Tennessee,St,94107,888 TENNESSEE ST,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,0,New Construction,Ownership,,,,10/18/2022,10/17/2024,"Reuben, Junius & Rose, LLP",,,,2013.0975,http://propertymap.sfplanning.org/?search=2013.0975,"2013.0975COA,2013.0975E,2013.0975ENX,2013.0975SHD,2013.0975TDM,2013.0975U",10/19/2017,On-site BMR Project ,,,110,17,93,15,0,3,7,6,1,0,0,0,0,,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,37.760766264,-122.389984666999,"(37.760766264, -122.389984666999)"
2017-034,(4) Site Work Permit Issued,2465 Van Ness,2465,Van Ness,Ave,94123,2465 VAN NESS AVE,2,Marina,Marina,MOHCD,Inclusionary,0,New Construction,Unknown,,,,12/13/2022,06/28/2021,DM Development,,,,2015-014058PRJ,http://propertymap.sfplanning.org/?search=2015-014058PRJ,"2015-014058CUA,2015-014058ENV,2015-014058PPA,2015-014058TDM,2015-014058VAR",12/14/2017,"Off-site BMR Project, Fee Payment",,,41,0,41,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.79822405,-122.424309063999,"(37.79822405, -122.424309063999)"
2018-005,(3) Design with Entitlements Approved,2525 Van Ness,2525,Van Ness,Ave,94123,2525 VAN NESS AVE 94123,2,Marina,Marina,MOHCD,Inclusionary,0,New Construction,Ownership,,,,05/02/2023,05/01/2025,Executive Group,,,,2016-002728PRJ,http://propertymap.sfplanning.org/?search=2016-002728PRJ,"2016-002728CUA,2016-002728ENV,2016-002728PPA,2016-002728TDM,2016-002728VAR",05/03/2018,Fee Payment,,,28,0,28,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.798949691,-122.424507859999,"(37.798949691, -122.424507859999)"
2017-035,(3) Design with Entitlements Approved,3601 Lawton,3601,Lawton,St,94122,3601 LAWTON ST,4,Outer Sunset,Sunset/Parkside,MOHCD,Inclusionary,0,New Construction,Ownership,,,,12/20/2022,12/19/2024,Kodorski Design Inc,,,,2015-009053PRJ,http://propertymap.sfplanning.org/?search=2015-009053PRJ,"2015-009053CUA,2015-009053ENV,2015-009053PPA,2015-009053PPA-02,2015-009053TDM",12/21/2017,On-site BMR Project ,,,12,3,9,25,0,0,0,0,3,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.756623088,-122.501654084999,"(37.756623088, -122.501654084999)"
2015-065,(4) Site Work Permit Issued,530 Brannan,530,Brannan,St,94107,530 BRANNAN ST 94107,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Unknown,,,,06/09/2020,12/30/2019,Essex Property Trust,,,,2014-000035PRJ,http://propertymap.sfplanning.org/?search=2014-000035PRJ, ,06/11/2015,Fee Payment,,,26,0,26,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.778061779,-122.397452125999,"(37.778061779, -122.397452125999)"
2018-004,(3) Design with Entitlements Approved,1140-1150 Harrison,1140-1150,Harrison,St,94103,1144 HARRISON ST 94103,6,South of Market,South of Market,MOHCD,Inclusionary,0,New Construction,Unknown,,,,04/25/2023,04/24/2025,Scott Youdall,,,,2016-001738PRJ,http://propertymap.sfplanning.org/?search=2016-001738PRJ,"2016-001738CUA,2016-001738ENV,2016-001738GPR,2016-001738PPA,2016-001738PRV,2016-001738TDM,2016-001738VAR",04/26/2018,Fee Payment,,,371,0,371,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.774984321,-122.407840886999,"(37.774984321, -122.407840886999)"
2018-007,(3) Design with Entitlements Approved,429 Beale (aka 430 Main),429,Beale,St,94105,429 BEALE ST 94105,6,South of Market,Financial District/South Beach,MOHCD,Inclusionary,0,New Construction,Rental,,,,05/23/2023,05/22/2025,"Reuben, Junius & Rose, LLP",,,,2014-002033PRJ,http://propertymap.sfplanning.org/?search=2014-002033PRJ,"2014-002033DNX,2014-002033ENV,2014-002033PPA,2014-002033TDM",05/24/2018,On-site BMR Project ,,,144,19,125,13,0,8,3,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,37.78738569,-122.390220828999,"(37.78738569, -122.390220828999)"
2014-006,(4) Site Work Permit Issued,2601 Van Ness ,2601,Van Ness,Ave,94109,"2601 VAN NESS AV, SAN FRANCISCO, CA 94109",2,Marina,Marina,MOHCD,Inclusionary,0,New Construction,Unknown,,,,03/12/2019,04/04/2019,"Van Ness Terraces, LLC",,,201406269575,2013.1177,http://propertymap.sfplanning.org/?search=2013.1177,"2013.1177C,2013.1177E,2013.1177V",03/13/2014,Fee Payment,2014-J860341,04/04/2014,27,0,27,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.79966249,-122.424616673999,"(37.79966249, -122.424616673999)"
2018-009,(3) Design with Entitlements Approved,600 20th,600,20th ,St,94107,600 20TH ST 94107,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,0,New Construction,Ownership,,,,06/13/2023,06/12/2025,Workshop1,,,,2016-008651PRJ,http://propertymap.sfplanning.org/?search=2016-008651PRJ,"2016-008651ENV,2016-008651ENX,2016-008651PPA,2016-008651TDM",06/14/2018,On-site BMR Project ,,,21,3,18,14,0,0,1,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.760778641,-122.387802088999,"(37.760778641, -122.387802088999)"
2017-043,(3) Design with Entitlements Approved,198 Valencia,198,Valencia,St,94103,"198 VALENCIA ST, SAN FRANCISCO, CA",8,Mission,Mission,MOHCD,Inclusionary,0,New Construction,Ownership,,,,05/02/2022,05/01/2024,,,,,2013.1458,http://propertymap.sfplanning.org/?search=2013.1458,"2013.1458DRP,2013.1458DRP-02,2013.1458E,2013.1458MCM,2013.1458SHD,2013.1458U,2013.1458VAR",05/03/2017,On-site BMR Project ,,,28,3,25,11,0,0,2,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,37.770096284,-122.422686285999,"(37.770096284, -122.422686285999)"
2013-064,(3) Design with Entitlements Approved,2293 Powell,2293,Powell ,St,94133,"2293 POWELL ST, SAN FRANCISCO, CA 94133",3,North Beach,North Beach,MOHCD,Inclusionary,0,New Construction,Rental,,,,12/07/2020,12/07/2022,Cynthia Wong,,,,2013.0341,http://propertymap.sfplanning.org/?search=2013.0341,"2013.0341CND,2013.0341E,2013.0341U,2013.0341VAR",12/09/2015,On-site BMR Project ,,,17,2,15,12,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,37.805612259,-122.412238957999,"(37.805612259, -122.412238957999)"
2018-011,(4) Site Work Permit Issued,603 Tennessee,603,Tennessee,St,94107,603 TENNESSEE ST 94107,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,0,New Construction,Unknown,,,,01/29/2023,06/25/2021,,,,,2015-011202PRJ,http://propertymap.sfplanning.org/?search=2015-011202PRJ,"2015-011202ENV,2015-011202PPA,2015-011202TDM,2015-011202VAR",01/30/2018,Unknown,,,24,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.764005183,-122.389515904999,"(37.764005183, -122.389515904999)"
2018-021,(1) Preliminary Phase,Moscone Garage (Land Dedication Site),255,3rd ,St,94103,Planning address not yet assigned,6,South of Market,South of Market,MOHCD,Multifamily,0,New Construction,Rental,,,,12/31/1899,,Developer not yet selected,,,,Not Yet Available,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.784711537,-122.399367226999,"(37.784711537, -122.399367226999)"
2017-047,(1) Preliminary Phase,772 Pacific Ave,772,Pacific,Ave,94133,Planning address not yet assigned,3,Chinatown,Chinatown,MOHCD,Multifamily,0,New Construction,Rental,,,,12/31/1899,,Developer not yet selected,,,,Not Yet Available,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.797008618,-122.408016262999,"(37.797008618, -122.408016262999)"
2018-022,(1) Preliminary Phase,Market Heights Apartments,1000,Tompkins,Ave,94110,Planning address not yet assigned,9,Bernal Heights,Bernal Heights,MOHCD,Bonds Only,0,Rehabilitation,Rental,,,,12/31/1899,,Bernal Heights Neighborhood Center,,Bernal Heights Neighborhood Center,,Not Yet Available,,,,,,,46,45,1,98,0,0,6,15,22,2,0,0,1,2bd,45,0,0,0,0,0,0,0,0,11,0,34,0,0,0,0,0,37.736327876,-122.410269179999,"(37.736327876, -122.410269179999)"
2018-023,(1) Preliminary Phase,Eastern Park Apartments,711,Eddy,St,94102,Planning address not yet assigned,6,Downtown/Civic Center,Tenderloin,MOHCD,Bonds Only,0,Rehabilitation,Rental,,,,12/31/1899,,Northern California Presbyterian Homes and Services,,Northern California Presbyterian Homes and Services,,Not Yet Available,,,,,,,202,201,1,100,0,0,201,0,0,0,0,0,1,1bd,0,201,0,0,0,0,0,0,0,20,0,181,0,0,0,0,0,37.782767679,-122.419564577999,"(37.782767679, -122.419564577999)"
2018-024,(1) Preliminary Phase,Bernal Gateway Apartments,3101,Mission,St,94110,Planning address not yet assigned,9,Bernal Heights,Bernal Heights,MOHCD,Bonds Only,0,Rehabilitation,Rental,,,,12/31/1899,,Bernal Heights Neighborhood Center,,Bernal Heights Neighborhood Center,,Not Yet Available,,,,,,,55,54,1,98,0,0,9,29,12,4,0,0,1,3bd,54,0,0,0,0,0,0,15,16,0,0,23,0,0,0,0,0,37.747693542,-122.417785291999,"(37.747693542, -122.417785291999)"
1989-003,(1) Preliminary Phase,Abel Gonzales Apartments,1045,Capp,St,94110,Planning address not yet assigned,9,Mission,Mission,MOHCD,Bonds Only,0,Rehabilitation,Rental,,,,12/31/1899,,Mission Housing Development Corporation,,Mission Housing Development Corporation,,Not Yet Available,,,,,,,30,30,0,100,0,9,21,0,0,0,0,0,1,1bd,0,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,37.750012299,-122.416827188999,"(37.750012299, -122.416827188999)"
2018-012,(3) Design with Entitlements Approved,235 Valencia St,235,Valencia,St,94103,235 VALENCIA ST 94103,10,Mission,Mission,MOHCD,Inclusionary,0,New Construction,Rental,,,,09/23/2023,09/23/2021,DDG 235 Valencia Realty LLC,,,,2016-007877PRJ,http://propertymap.sfplanning.org/?search=2016-007877PRJ,"2016-007877ENV,2016-007877GPR,2016-007877PPA,2016-007877TDM,2016-007877VAR",09/24/2018,"On-site BMR Project, Fee Payment",,,40,5,0,13,0,2,1,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,37.769201354,-122.421842347999,"(37.769201354, -122.421842347999)"
